Record_#,Drug_Name,DrugBank_ID,Molecular_Weight,LogP,Hydrogen_Bond_Donors,Hydrogen_Bond_Acceptors,TPSA,Rotatable_Bonds,Drug_Class,Target_Protein_UniProt,Current_Use,Repurposed_Use,Repurposed_Category
817,Sorafenib,DB00398,464.83,5.55,3,4,92.35,5,Antineoplastic Agents,P04049; P07949; P09619; P10721; P11362; P15056; P17948; P35916; P35968; P36888,Liver carcinoma,malignant epithelial neoplasm of thyroid; renal cell carcinoma,Cancer
818,Sparfloxacin,DB01208,392.41,2.08,3,5,100.59,3,,P11388; P43700; P43702,Acute Moraxella catarrhalis bronchitis,chlamydial pneumonia; haemophilus influenzae pneumonia; haemophilus parainfluenzae pneumonia; moraxella catarrhalis pneumonia; mycoplasma pneumonia; pneumonia,Respiratory
819,Spectinomycin,DB00919,332.35,-2.93,5,9,129.51,2,Anti-Bacterial Agents,P0A7S3,Acute gonococcal cervicitis,acute gonococcal urethritis; gonococcal infection disseminated; gonorrhea; gonorrhea of rectum,Infection
820,Spinosad,DB08823,730.0,6.15,0,10,101.99,9,Insecticides,,Pediculus capitis infestation,,Others
821,Spirapril,DB01348,466.63,2.39,2,7,95.94,9,,P12821,Hypertensive disease,,Others
822,Spironolactone,DB00421,416.58,4.85,0,5,60.44,1,Diuretics,P04150; P04278; P06401; P08235; P10275; P19099,Ascites,chronic heart failure; edema; hyperaldosteronism; hypertensive disease,Heart
823,Stanozolol,DB06718,328.5,4.12,2,2,48.91,0,Steroids,,"Angioedemas, Hereditary",,Others
824,Stavudine,DB00649,224.22,-0.71,2,4,84.32,2,Anti-HIV Agents,,HIV Infections,,Others
825,Stiripentol,DB09118,234.29,2.84,1,3,38.69,2,,,"Epilepsies, Myoclonic",infantile severe myoclonic epilepsy,Brain
826,Streptomycin,DB01082,581.58,-7.74,14,15,331.43,9,Aminoglycosides,P0A7S3,Acute tuberculosis,"bacterial urinary infection; brucellosis; chancroids; endocarditis haemophilus; escherichia coli urinary tract infection; granuloma inguinale; haemophilus influenzae pneumonia; klebsiella cystitis; plague; proteus urinary tract infection; tuberculosis, pulmonary; tularemia; urinary tract infection enterococcus",Infection
827,Sucralfate,DB00364,1448.69,-19.4,16,51,772.17,36,,P01133; P02671; P02675; P02679; P09038,Duodenal Ulcer,,Others
828,Sucroferric Oxyhydroxide,DB09146,866.55,-15.0,8,12,542.03,5,,,Hyperphosphatemia (disorder),,Others
829,Sulbactam,DB09324,233.24,-0.79,1,4,91.75,1,,,Bacterial peritonitis,cholangitis; enterobacteriaceae infections; escherichia coli infections; female genital tract infection; infection of skin and/or subcutaneous tissue; intraabdominal infections; pelvic inflammatory disease; rhinoscleroma; staphylococcus aureus infection,Infection
830,Sulfacetamide,DB00634,214.25,0.09,2,4,89.26,2,"Anti-Infective Agents, Local",P0AC13; P0C002; P53848,Acne Vulgaris,amebiasis; bacterial conjunctivitis; blepharoconjunctivitis; inclusion conjunctivitis; infective blepharitis; iridocyclitis; scurfiness of scalp; seborrheic dermatitis; trachoma; vulvovaginitis,Infection
831,Sulfadiazine,DB00359,250.28,0.86,2,5,97.97,3,Antiprotozoal Agents,,Chorioretinitis,"skin ulcer; toxoplasmosis; toxoplasmosis associated with aids; toxoplasmosis, congenital; ulcerative colitis",Stomach
832,Sulfamethizole,DB00576,270.34,1.23,2,6,97.97,3,Anti-Infective Agents,P0AC13,Acute otitis media,bacterial urinary infection; escherichia coli urinary tract infection; infective otitis media; klebsiella cystitis; proteus urinary tract infection; shigella infections,Infection
833,Sulfamethoxazole,DB01015,253.28,1.37,2,5,98.22,3,Anti-Infective Agents,P08192; P0AC13,Acute exacerbation of chronic bronchitis,acute otitis media; bacterial urinary infection; escherichia coli urinary tract infection; inclusion conjunctivitis; infective otitis media; klebsiella cystitis; nocardia infections; proteus urinary tract infection; shigella infections; toxoplasmosis,Infection
834,Sulfanilamide,DB00259,172.21,-0.08,2,3,86.18,1,Anti-Bacterial Agents,P0AC13,"Candidiasis, Vulvovaginal",vulvovaginitis,Others
835,Sulfapyridine,DB00891,249.3,1.46,2,4,85.08,3,Dermatologic Agents,,Dermatitis Herpetiformis,,Others
836,Sulfasalazine,DB00795,398.4,3.7,3,7,141.31,6,Antirheumatic Agents,O14920; O15111; P04054; P09917; P23219; P24557; P24752; P35354; P37231; Q9UPY5,Rheumatoid Arthritis,ulcerative colitis,Stomach
837,Sulfathiazole,DB06147,255.32,1.53,2,5,85.08,3,Anti-Infective Agents,,Vulvovaginitis,,Others
838,Sulfinpyrazone,DB01138,404.49,3.8,0,3,57.69,6,Uricosuric Agents,P33527; Q92887,Chronic gouty arthritis,hyperuricemia,Others
839,Sulfisoxazole,DB00263,267.31,1.67,2,5,98.22,3,Anti-Infective Agents,P0AC13,Acute otitis media,"chancroids; chlamydial cervicitis; chlamydial urethritis; inclusion conjunctivitis; infective otitis media; malaria, falciparum; meningococcal meningitis; nocardia infections; trachoma; urinary tract infection",Infection
840,Sulindac,DB00605,356.42,4.37,1,2,54.37,4,"Anti-Inflammatory Agents, Non-Steroidal",P15121; P23219; P27361; P35354; Q03181; Q9Y5Y4,Ankylosing spondylitis,"arthritis, gouty; bursitis; degenerative polyarthritis; rheumatoid arthritis; tendinitis",Arthritis
841,Sulpiride,DB00391,341.43,0.56,2,5,101.73,6,"Antidepressive Agents, Second-Generation",P14416; P35462,Schizophrenia,,Others
842,Sumatriptan,DB00669,295.41,1.32,2,3,65.2,6,Vasoconstrictor Agents,P08908; P28221; P28222; P30939,Cluster Headache,migraine disorders,Pain
843,Sunitinib,DB01268,398.48,3.33,3,3,77.23,7,,P07333; P09619; P10721; P16234; P17948; P35916; P35968; P36888,Gastrointestinal Stromal Tumors,renal cell carcinoma,Cancer
844,Tacrolimus,DB00864,804.03,4.64,3,12,178.36,7,,P62942,Liver transplant rejection,renal transplant rejection; transplanted organ rejection,Kidney
845,Tadalafil,DB00820,389.41,2.21,1,4,74.87,1,Vasodilator Agents,O76074; Q9HCR9,Erectile dysfunction,prostatic hypertrophy; pulmonary hypertension,Heart
846,Tafluprost,DB08819,452.54,4.68,2,5,75.99,12,"Prostaglandins, Synthetic",P43088,"Glaucoma, Open-Angle",ocular hypertension,Heart
847,Tamibarotene,DB04942,351.45,4.99,2,2,66.4,3,Antineoplastic Agents,P10276; P10826,Acute Promyelocytic Leukemia,,Others
848,Tamsulosin,DB00706,408.52,2.34,2,6,99.88,11,Adrenergic alpha-1 Receptor Antagonists,P25100; P35348; P35368,Prostatic Hypertrophy,,Others
849,Tapentadol,DB06204,221.34,3.08,1,2,23.47,5,,P23975; P31645; P35372; P41143; P41145; P46098,Pain,,Others
850,Tasimelteon,DB09071,245.32,3.09,1,2,41.82,4,,,Non-24 hour sleep-wake cycle,,Others
851,Tasosartan,DB01349,411.47,3.42,1,6,100.55,4,,P30556; P50052,Hypertensive disease,,Others
852,Tavaborole,DB09041,151.93,0.04,1,2,29.46,0,,,Onychomycosis due to Trichophyton mentagrophytes,onychomycosis due to trichophyton rubrum; onychomycosis of toenails,Others
853,Tazobactam,DB01606,300.3,-1.52,1,6,122.46,3,,P62594,Abdominal Abscess,"appendicitis; diabetic foot infection; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; nosocomial pneumonia; pelvic inflammatory disease; peritonitis; pneumonia, bacterial; staphylococcus aureus infection",Infection
854,Tedizolid Phosphate,DB09042,450.32,1.51,2,8,152.79,6,,,"Skin Diseases, Bacterial",staphylococcal skin infections; streptococcal infection of skin,Infection
855,Tegafur,DB09256,200.17,-0.02,1,3,64.09,1,,,Malignant neoplasm of stomach,,Others
856,Telaprevir,DB05521,679.86,2.45,4,8,179.56,13,,,"Hepatitis C, Chronic",,Others
857,Telavancin,DB06402,1792.12,3.11,23,28,598.09,30,Anti-Bacterial Agents,,Pneumonia due to Staphylococcus aureus,"pneumonia, bacterial",Infection
858,Telbivudine,DB01265,242.23,-1.51,3,5,104.55,2,,,"Hepatitis B, Chronic",,Others
859,Telithromycin,DB00976,812.02,4.93,1,13,171.85,11,Ketolides,,Chlamydial pneumonia,haemophilus influenzae pneumonia; moraxella catarrhalis pneumonia; mycoplasma pneumonia; streptococcal pneumonia,Respiratory
860,Telmisartan,DB00966,514.63,7.26,1,3,72.94,7,,P30556; P37231,Cerebrovascular accident,hypertensive disease,Others
861,Temazepam,DB00231,300.75,2.47,1,3,52.9,1,Benzodiazepines,A8MPY1; O00591; O14764; P14867; P18505; P18507; P24046; P28472; P28476; P30536; P31644; P34903; P47869; P47870; P48169; P78334; Q16445; Q8N1C3; Q99928; Q9UN88,Sleeplessness,,Others
862,Temozolomide,DB00853,194.15,-2.08,1,5,108.17,1,"Antineoplastic Agents, Alkylating",,Anaplastic astrocytoma,glioblastoma multiforme of brain,Brain
863,Temsirolimus,DB06287,1030.3,5.72,4,16,241.96,10,,P42345,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",renal cell carcinoma,Cancer
864,Teniposide,DB00444,656.66,2.75,3,14,160.83,6,Antineoplastic Agents,P11388,Acute lymphocytic leukemia,,Others
865,Tenofovir,DB00300,287.22,-0.05,3,6,136.38,5,Anti-HIV Agents,,HIV Infections,"hepatitis b, chronic",Infection
866,Tenofovir alafenamide,DB09299,476.47,2.97,2,9,143.48,11,,,HIV Infections,,Others
867,Tenoxicam,DB00469,337.38,1.8,2,7,99.6,2,"Anti-Inflammatory Agents, Non-Steroidal",P23219; P35354,Arthritis,,Others
868,Terazosin,DB01162,387.44,1.06,1,8,103.04,4,Adrenergic alpha-1 Receptor Antagonists,P25100; P35348; P35368; Q12809; Q9H252; Q9NS40,Hypertensive disease,prostatic hypertrophy,Others
869,Terbutaline,DB00871,225.29,1.52,4,4,72.72,3,Sympathomimetics,P07550,Asthma,asthma attack; bronchitis; dry eye syndromes; pruritus; pulmonary emphysema; skin irritation,Respiratory
870,Testolactone,DB00894,300.4,3.59,0,3,43.37,0,"Antineoplastic Agents, Hormonal",P11511,Malignant epithelial neoplasm of female breast,,Others
871,Testosterone,DB00624,288.43,3.88,1,2,37.3,0,Androgens,P10275,Cryptorchidism,deficiency of testosterone biosynthesis; delayed puberty; hormone receptor positive malignant neoplasm of breast; hot flushes; hypogonadotropic hypogonadism; hypopituitarism; klinefelter syndrome; primary hypogonadism; testicular hypogonadism,Cancer
872,Testosterone Propionate,DB01420,344.5,4.84,0,3,43.37,2,,P10275,Cryptorchidism,deficiency of testosterone biosynthesis; delayed puberty; hormone receptor positive malignant neoplasm of breast; klinefelter syndrome; testicular hypogonadism,Cancer
873,Tetracycline,DB00759,444.44,-0.21,6,9,181.62,2,Anti-Bacterial Agents,P02359; P04156; P0A7U3; P0A7V3; P0A7W7; P0AG59,Acne Vulgaris,actinomycosis; acute gonococcal cervicitis; acute gonococcal endometritis; acute gonococcal epididymo-orchitis; acute gonococcal urethritis; bacterial conjunctivitis; bacterial keratitis; bronchitis; brucellosis; chlamydia trachomatis infection of genital structure; gingivostomatitis; gonorrhea; gonorrhea of pharynx; gonorrhea of rectum; granuloma inguinale; infection of skin and/or subcutaneous tissue; infective otitis media; lymphogranuloma venereum; ophthalmia neonatorum; pelvic inflammatory disease; pharyngitis; pneumonia; psittacosis; q fever; relapsing fever; rickettsialpox; rocky mountain spotted fever; sinusitis; syphilis; typhus; trachoma; urinary tract infection; yaws,Ear/Nose/Throat
874,Tetrahydrobiopterin,DB00360,241.25,-1.7,6,7,136.29,2,Dietary Supplements,P00439; P07101; P17752; P29474,Classical phenylketonuria,,Others
875,Thalidomide,DB01041,258.23,0.09,1,4,83.55,1,Immunosuppressive Agents,P01375; P19838; P21802; P35354; Q96SW2,Erythema nodosum leprosum,multiple myeloma,Cancer
876,Theophylline,DB00277,180.17,-1.04,1,3,72.68,0,Phosphodiesterase Inhibitors,O76074; P27815; P29274; P29275; P30542; Q07343; Q14432; Q92769,Asthma,asthma attack; asthma night-time symptoms; asthma-chronic obstructive pulmonary disease overlap syndrome; bronchial spasm; bronchitis; lung diseases; pulmonary emphysema; status asthmaticus,Respiratory
877,Thiabendazole,DB00730,201.25,2.69,1,3,41.57,1,Anthelmintics,P00363,Ascariasis,"enterobiasis; infection by trichuris trichiura; infection by uncinaria; larva migrans, cutaneous; strongyloidiasis; toxocariasis; trichinellosis",Infection
878,Thiamine,DB00152,265.36,0.61,2,5,75.91,4,Vitamin B Complex,O60779; Q9H3S4,"Anemia, Pernicious",mineral deficiency; thiamine deficiency; vitamin b 12 deficiency; vitamin deficiency; wernicke-korsakoff syndrome,Others
879,Thiopental,DB00599,242.34,1.35,2,3,58.2,4,Hypnotics and Sedatives,O00519; P14867; P31644; P34903; P36544; P42262; P43681; P47869; P48169; Q13002; Q16445,Epilepsy,pseudotumor cerebri,Cancer
880,Tiagabine,DB00906,375.56,5.04,1,4,40.54,6,Anticonvulsants,P30531,Epilepsy characterized by intractable complex partial seizures,simple partial seizures,Brain
881,Tiaprofenic acid,DB01600,260.31,3.17,1,3,54.37,4,"Anti-Inflammatory Agents, Non-Steroidal",P23219; P35354,Degenerative polyarthritis,pain; rheumatoid arthritis,Arthritis
882,Ticagrelor,DB08816,522.58,2.01,4,10,138.44,10,Platelet Aggregation Inhibitors,Q9H244,Acute Coronary Syndrome,peripheral vascular diseases,Others
883,Ticarcillin,DB01607,384.44,0.55,3,6,124.01,5,Anti-Bacterial Agents,,Aspiration Pneumonia,"bacterial infection due to klebsiella pneumoniae; bacterial sepsis; bacterial urinary infection; empyema, pleural; enterobacter pneumonia; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; escherichia coli urinary tract infection; genitourinary tract infection; haemophilus influenzae pneumonia; infection of skin and/or subcutaneous tissue; intraabdominal infections; klebsiella cystitis; lung abscess; osteomyelitis due to staphylococcus aureus; pelvic inflammatory disease; pelvic abscess; pneumonia due to escherichia coli; pneumonia due to pseudomonas; pneumonia, bacterial; proteus pneumonia; proteus septicemia; rhinoscleroma; salpingitis; sepsis due to gram negative bacteria; sepsis due to pseudomonas; sepsis due to staphylococcus aureus; serratia infections; staphylococcal pneumonia; staphylococcus aureus infection; urinary tract infection citrobacter; urinary tract infection",Infection
884,Tigecycline,DB00560,585.66,0.51,7,11,205.76,6,Anti-Bacterial Agents,P0A7S3; P0A7S9; P0A7U3; P0A7X3; P0AG59,Abdominal Abscess,complicated appendicitis; haemophilus influenzae pneumonia; intraabdominal infections; legionella pneumophila pneumonia,Infection
885,Timolol,DB00373,316.43,0.5,2,8,79.74,6,Antihypertensive Agents,P00720; P07550; P08588,"Glaucoma, Open-Angle",hypertensive disease; ocular hypertension,Heart
886,Tioguanine,DB00352,167.2,0.6,3,4,83.38,0,"Antimetabolites, Antineoplastic",,"Leukemia, Myelocytic, Acute",,Others
887,Tiotropium,DB01409,392.52,2.35,1,6,59.06,4,Cholinergic Antagonists,P08172; P11229; P20309,Asthma,"bronchitis, chronic; pulmonary emphysema",Respiratory
888,Tipiracil,DB09343,242.67,0.29,3,3,92.81,2,,,Malignant tumor of colon,,Others
889,Tipranavir,DB00932,602.68,7.33,2,6,105.59,11,Anti-HIV Agents,,HIV Infections,,Others
890,Tirofiban,DB00775,440.61,2.95,3,5,104.73,14,Fibrinolytic Agents,P05106; P08514,Acute Coronary Syndrome,non-q wave myocardial infarction,Heart
891,Tobramycin,DB00684,467.52,-6.3,10,14,268.17,6,Anti-Bacterial Agents,P0A7S3,Allergic Conjunctivitis,"anterior uveitis; bacterial conjunctivitis; bacterial infection due to klebsiella pneumoniae; bacterial peritonitis; bacterial sepsis; blepharoconjunctivitis; corneal perforation; corneal abrasion; dacryocystitis; enterobacter pneumonia; enterobacteriaceae infections; escherichia coli infections; escherichia coli septicemia; herpes zoster keratitis; infection of bone; infective blepharitis; keratoconjunctivitis; meibomianitis; meningitis, bacterial; neonatal meningitis; nosocomial pneumonia; osteomyelitis due to staphylococcus aureus; pneumonia due to escherichia coli; pneumonia due to pseudomonas; punctate keratitis; rhinoscleroma; rosacea; sepsis due to pseudomonas; sepsis of the newborn; serratia infections; staphylococcal pneumonia; staphylococcus aureus infection",Infection
892,Tocainide,DB01056,192.26,1.59,2,2,55.12,2,Anti-Arrhythmia Agents,Q14524,Ventricular arrhythmia,,Others
893,Tofacitinib,DB08895,312.38,1.54,1,5,88.91,3,,O60674; P23458; P52333,Rheumatoid Arthritis,,Others
894,Tolazamide,DB00839,311.41,1.77,2,4,78.51,3,,P48048,"Diabetes Mellitus, Non-Insulin-Dependent",,Others
895,Tolcapone,DB00323,273.24,2.55,2,5,100.67,3,Antidyskinetics,P21964,Parkinson Disease,,Others
896,Tolmetin,DB00500,257.29,2.19,1,2,59.3,4,"Anti-Inflammatory Agents, Non-Steroidal",P23219; P35354,Degenerative polyarthritis,rheumatoid arthritis,Arthritis
897,Toloxatone,DB09245,207.23,1.31,1,3,49.77,2,,,Depressive disorder,,Others
898,Tolterodine,DB01036,325.5,5.34,1,2,23.47,7,Muscarinic Antagonists,P08172; P08173; P08912; P11229; P20309,Bladder muscle dysfunction - overactive,increased frequency of micturition; urge incontinence; urgency of micturition,Others
899,Tolvaptan,DB06212,448.95,5.68,2,3,69.64,3,Vasopressin receptor antagonists,P30518; P37288,Hyponatremia,"inappropriate adh syndrome; polycystic kidney, autosomal dominant",Kidney
900,Topiramate,DB00273,339.37,-0.4,1,8,115.54,3,Anticonvulsants,P00918; P14867; P22748; P35498; P39086,Epilepsy characterized by intractable complex partial seizures,lennox-gastaut syndrome; simple partial seizures; tonic-clonic epilepsy,Brain
901,Topotecan,DB01030,421.45,1.85,2,7,104.89,3,Topoisomerase I Inhibitors,P11387; Q969P6,Malignant neoplasm of ovary,malignant tumor of cervix; small cell carcinoma of lung,Cancer
902,Torasemide,DB00214,348.43,2.53,3,5,100.19,5,Antihypertensive Agents,Q13621,Decompensated cardiac failure,edema; hypertensive disease; renal disease with edema nos,Kidney
903,Trabectedin,DB05109,761.85,3.41,4,15,168.72,3,"Antineoplastic Agents, Alkylating",,Malignant neoplasm of ovary,leiomyosarcoma; liposarcoma,Others
904,Tramadol,DB00193,263.38,2.63,1,3,32.7,4,,P20309; P23975; P28335; P31645; P35372; P41143; P41145; Q8TCU5,Chronic pain,degenerative polyarthritis; pain,Pain
905,Trametinib,DB08911,615.4,3.94,2,5,107.13,5,,P36507; Q02750,"Malignant melanoma, metastatic",,Others
906,Trandolapril,DB00519,430.55,2.77,2,5,95.94,9,Angiotensin-Converting Enzyme Inhibitors,P12821,Chronic heart failure,hypertensive disease,Others
907,Tranexamic Acid,DB00302,157.21,0.84,2,2,63.32,2,Antifibrinolytic Agents,P00747,Endometriosis,female hypogonadism syndrome; menorrhagia,Others
908,Tranilast,DB07615,327.34,3.05,2,4,84.86,6,,O60760,Allergic rhinitis (disorder),"asthma; cicatrix, hypertrophic; keloid",Respiratory
909,Travoprost,DB00287,500.55,4.43,3,6,96.22,12,"Prostaglandins, Synthetic",P43088,"Glaucoma, Open-Angle",ocular hypertension,Heart
910,Treprostinil,DB00374,390.52,3.58,3,4,86.99,10,Antithrombins,P43119; Q03181; Q9H244,Pulmonary arterial hypertension,,Others
911,Triamcinolone,DB00620,394.44,0.62,4,6,115.06,2,Anti-Inflammatory Agents,P04150,Acquired thrombocytopenia,"acute lymphocytic leukemia; addison disease; addisonian crisis; adrenal cortical hypofunction; adrenogenital disorder; allergic rhinitis (disorder); alopecia areata; anemia, diamond-blackfan; angioedema; ankylosing spondylitis; aphthous stomatitis; arthritis, gouty; arthritis, psoriatic; aspiration pneumonitis; asthma; autoimmune diseases; autoimmune hemolytic anemia; berylliosis; bursitis; cerebral edema; chronic small plaque psoriasis; congenital adrenal hyperplasia; contact dermatitis; cooley's anemia; crohn disease; cutaneous candidiasis; dermatitis herpetiformis; dermatitis, atopic; dermatologic disorders; disorder of eye; epicondylitis; erythema multiforme; exanthema; exfoliative dermatitis; giant cell arteritis; gingival diseases; granuloma annulare; hay fever; hodgkin disease; humoral hypercalcemia of malignancy (disorder); inflammatory bowel diseases; keloid; laryngeal edema; lichen planus; lichen simplex chronicus; lupus erythematosus, discoid; lupus erythematosus, systemic; lymphoma, follicular; lymphoma, non-hodgkin; lymphoma, t-cell, cutaneous; multiple sclerosis; musculoskeletal diseases; mycosis fungoides; necrobiosis lipoidica diabeticorum; nephrotic syndrome; ophthalmia, sympathetic; pemphigus; post traumatic osteoarthritis; pruritus ani; pruritus of genital organs; psoriasis; rheumatic heart disease; rheumatoid arthritis; sarcoidosis; scalp psoriasis; seborrheic dermatitis; serum sickness; simple pulmonary eosinophilia; status asthmaticus; subacute bursitis; synovitis; tendinitis; tenosynovitis; thyroiditis; transplanted organ rejection; trichinellosis; tuberculosis, miliary; uveitis",Arthritis
